SchoolID,School,var,est,moe,type,description
9,Howard B Stroud,college_enroll,34.53490766,[22.7748 - 46.2948],pct,Percentage that are currently enrolled in college
10,Judia Jackson Harris,college_enroll,6.09240167,[1.19245 - 10.9925],pct,Percentage that are currently enrolled in college
11,Choice Zone-East,college_enroll,8.663433128,[2.39142 - 14.9352],pct,Percentage that are currently enrolled in college
12,Oglethorpe,college_enroll,10.50086218,[3.83684 - 17.1644],pct,Percentage that are currently enrolled in college
13,Timothy Rd.,college_enroll,15.77031501,[9.49831 - 22.0423],pct,Percentage that are currently enrolled in college
14,Whit Davis,college_enroll,6.264753949,[1.36475 - 11.1647],pct,Percentage that are currently enrolled in college
15,Whitehead Rd.,college_enroll,7.930773925,[2.05077 - 13.8107],pct,Percentage that are currently enrolled in college
16,Winterville,college_enroll,8.996043066,[-3.1552 - 21.1482],pct,Percentage that are currently enrolled in college
0,School Zone not specified by respondent,college_enroll,17.67342623,[9.44142 - 25.9052],pct,Percentage that are currently enrolled in college
1,Bettye Henderson Holston,donate_year,30.67625836,[19.5047 - 41.8487],pct,Percentage that donated money to a church or charity
2,Barnett Shoals,donate_year,51.98038783,[42.7683 - 61.1923],pct,Percentage that donated money to a church or charity
3,Barrow,donate_year,52.79693473,[45.5447 - 60.0487],pct,Percentage that donated money to a church or charity
4,Choice Zone-West,donate_year,22.25631399,[13.0447 - 31.4687],pct,Percentage that donated money to a church or charity
5,Johnnie Lay Burks,donate_year,64.18542578,[56.1491 - 72.2211],pct,Percentage that donated money to a church or charity
6,Cleveland Road,donate_year,33.22303657,[19.6990 - 46.7470],pct,Percentage that donated money to a church or charity
7,Fowler Drive,donate_year,20.44067578,[8.87667 - 32.0046],pct,Percentage that donated money to a church or charity
8,Gaines,donate_year,46.82253263,[35.0626 - 58.5826],pct,Percentage that donated money to a church or charity
9,Howard B Stroud,donate_year,20.3034667,[10.3078 - 30.2998],pct,Percentage that donated money to a church or charity
10,Judia Jackson Harris,donate_year,43.69707116,[24.09710 - 63.29710],pct,Percentage that donated money to a church or charity
11,Choice Zone-East,donate_year,34.54541613,[23.9614 - 45.1294],pct,Percentage that donated money to a church or charity
12,Oglethorpe,donate_year,46.08810419,[35.1126 - 57.0646],pct,Percentage that donated money to a church or charity
13,Timothy Rd.,donate_year,48.01654154,[39.7845 - 56.2485],pct,Percentage that donated money to a church or charity
14,Whit Davis,donate_year,58.30334032,[47.9153 - 68.6913],pct,Percentage that donated money to a church or charity
15,Whitehead Rd.,donate_year,48.11559057,[37.3355 - 58.8955],pct,Percentage that donated money to a church or charity
16,Winterville,donate_year,36.80709451,[16.8152 - 56.7992],pct,Percentage that donated money to a church or charity
0,School Zone not specified by respondent,donate_year,34.08775884,[24.4839 - 43.6919],pct,Percentage that donated money to a church or charity
1,Bettye Henderson Holston,satisfy_home,73.79205976,[62.8166 - 84.7686],pct,Percentage who are satisfied with their home life
2,Barnett Shoals,satisfy_home,80.76685181,[72.9268 - 88.6068],pct,Percentage who are satisfied with their home life
3,Barrow,satisfy_home,87.27253681,[82.5684 - 91.9764],pct,Percentage who are satisfied with their home life
4,Choice Zone-West,satisfy_home,86.64781484,[79.1998 - 94.0958],pct,Percentage who are satisfied with their home life
5,Johnnie Lay Burks,satisfy_home,85.73634583,[80.0529 - 91.4209],pct,Percentage who are satisfied with their home life
6,Cleveland Road,satisfy_home,83.57085047,[72.5948 - 94.5468],pct,Percentage who are satisfied with their home life
7,Fowler Drive,satisfy_home,82.25827194,[71.6742 - 92.8422],pct,Percentage who are satisfied with their home life
8,Gaines,satisfy_home,65.97723532,[54.4139 - 77.5419],pct,Percentage who are satisfied with their home life
9,Howard B Stroud,satisfy_home,78.65420373,[69.6388 - 87.6708],pct,Percentage who are satisfied with their home life
10,Judia Jackson Harris,satisfy_home,76.730059,[59.6787 - 93.7827],pct,Percentage who are satisfied with their home life
11,Choice Zone-East,satisfy_home,88.59550762,[82.3232 - 94.8672],pct,Percentage who are satisfied with their home life
12,Oglethorpe,satisfy_home,70.14814995,[59.3685 - 80.9285],pct,Percentage who are satisfied with their home life
13,Timothy Rd.,satisfy_home,84.41564868,[78.5356 - 90.2956],pct,Percentage who are satisfied with their home life
14,Whit Davis,satisfy_home,83.59707542,[75.7570 - 91.4370],pct,Percentage who are satisfied with their home life
15,Whitehead Rd.,satisfy_home,83.40775117,[74.9797 - 91.8357],pct,Percentage who are satisfied with their home life
16,Winterville,satisfy_home,87.19456843,[75.6309 - 98.7589],pct,Percentage who are satisfied with their home life
0,School Zone not specified by respondent,satisfy_home,74.91935876,[65.5118 - 84.3278],pct,Percentage who are satisfied with their home life
1,Bettye Henderson Holston,satisfy_job,78.30511085,[67.7214 - 88.8894],pct,Percentage that are satisfied with their job
2,Barnett Shoals,satisfy_job,67.80189357,[58.3938 - 77.2098],pct,Percentage that are satisfied with their job
3,Barrow,satisfy_job,74.80708179,[67.9475 - 81.6675],pct,Percentage that are satisfied with their job
4,Choice Zone-West,satisfy_job,73.21169639,[60.6674 - 85.7554],pct,Percentage that are satisfied with their job
5,Johnnie Lay Burks,satisfy_job,79.25640679,[72.3965 - 86.1165],pct,Percentage that are satisfied with their job
6,Cleveland Road,satisfy_job,68.99893848,[52.1429 - 85.8549],pct,Percentage that are satisfied with their job
7,Fowler Drive,satisfy_job,67.61066903,[50.7546 - 84.4666],pct,Percentage that are satisfied with their job
8,Gaines,satisfy_job,60.04000806,[46.7128 - 73.3688],pct,Percentage that are satisfied with their job
9,Howard B Stroud,satisfy_job,54.71895415,[40.9988 - 68.4388],pct,Percentage that are satisfied with their job
10,Judia Jackson Harris,satisfy_job,52.48899463,[30.3403 - 74.6363],pct,Percentage that are satisfied with their job
11,Choice Zone-East,satisfy_job,65.84091877,[53.1005 - 78.5805],pct,Percentage that are satisfied with their job
12,Oglethorpe,satisfy_job,71.38538053,[59.4291 - 83.3411],pct,Percentage that are satisfied with their job
13,Timothy Rd.,satisfy_job,69.0717383,[60.4477 - 77.6957],pct,Percentage that are satisfied with their job
14,Whit Davis,satisfy_job,71.63291033,[60.0689 - 83.1969],pct,Percentage that are satisfied with their job
15,Whitehead Rd.,satisfy_job,74.3626059,[63.9746 - 84.7506],pct,Percentage that are satisfied with their job
16,Winterville,satisfy_job,51.15596223,[24.8914 - 77.4194],pct,Percentage that are satisfied with their job
0,School Zone not specified by respondent,satisfy_job,65.57408772,[53.8146 - 77.3346],pct,Percentage that are satisfied with their job
1,Bettye Henderson Holston,satisfy_life,68.3830718,[56.4271 - 80.3391],pct,Percentage satisfied with their life as a whole
2,Barnett Shoals,satisfy_life,75.07399856,[66.8419 - 83.3059],pct,Percentage satisfied with their life as a whole
3,Barrow,satisfy_life,82.56266117,[77.0748 - 88.0508],pct,Percentage satisfied with their life as a whole
4,Choice Zone-West,satisfy_life,78.65872796,[69.6426 - 87.6746],pct,Percentage satisfied with their life as a whole
5,Johnnie Lay Burks,satisfy_life,83.56384016,[77.4871 - 89.6391],pct,Percentage satisfied with their life as a whole
6,Cleveland Road,satisfy_life,73.37116741,[59.2591 - 87.4831],pct,Percentage satisfied with their life as a whole
7,Fowler Drive,satisfy_life,74.1848464,[60.8568 - 87.5128],pct,Percentage satisfied with their life as a whole
8,Gaines,satisfy_life,66.97734649,[55.6098 - 78.3458],pct,Percentage satisfied with their life as a whole
9,Howard B Stroud,satisfy_life,76.67444073,[67.2668 - 86.0828],pct,Percentage satisfied with their life as a whole
10,Judia Jackson Harris,satisfy_life,73.47575641,[56.0319 - 90.9199],pct,Percentage satisfied with their life as a whole
11,Choice Zone-East,satisfy_life,78.36343149,[69.3476 - 87.3796],pct,Percentage satisfied with their life as a whole
12,Oglethorpe,satisfy_life,67.32713685,[56.1557 - 78.4997],pct,Percentage satisfied with their life as a whole
13,Timothy Rd.,satisfy_life,75.53331862,[68.2813 - 82.7853],pct,Percentage satisfied with their life as a whole
14,Whit Davis,satisfy_life,75.04345469,[65.6354 - 84.4514],pct,Percentage satisfied with their life as a whole
15,Whitehead Rd.,satisfy_life,82.3439906,[73.9159 - 90.7719],pct,Percentage satisfied with their life as a whole
16,Winterville,satisfy_life,78.13211547,[61.8643 - 94.4003],pct,Percentage satisfied with their life as a whole
0,School Zone not specified by respondent,satisfy_life,76.02613903,[67.4024 - 84.6504],pct,Percentage satisfied with their life as a whole
1,Bettye Henderson Holston,dt_safe,53.87741,[39.9611 - 67.7931],pct,Percentage who feel unsafe in downtown Athens
2,Barnett Shoals,dt_safe,54.12649,[44.7184 - 63.5344],pct,Percentage who feel unsafe in downtown Athens
3,Barrow,dt_safe,57.72703,[50.2798 - 65.1758],pct,Percentage who feel unsafe in downtown Athens
4,Choice Zone-West,dt_safe,45.45247,[32.3207 - 58.5847],pct,Percentage who feel unsafe in downtown Athens
5,Johnnie Lay Burks,dt_safe,33.67528,[25.2473 - 42.1033],pct,Percentage who feel unsafe in downtown Athens
6,Cleveland Road,dt_safe,52.75917,[37.0791 - 68.4391],pct,Percentage who feel unsafe in downtown Athens
7,Fowler Drive,dt_safe,50.30676,[34.4307 - 66.1827],pct,Percentage who feel unsafe in downtown Athens
8,Gaines,dt_safe,51.64231,[38.9025 - 64.3825],pct,Percentage who feel unsafe in downtown Athens
9,Howard B Stroud,dt_safe,59.93763,[47.9818 - 71.8938],pct,Percentage who feel unsafe in downtown Athens
10,Judia Jackson Harris,dt_safe,54.78037,[34.9841 - 74.5761],pct,Percentage who feel unsafe in downtown Athens
11,Choice Zone-East,dt_safe,56.81372,[44.6612 - 68.9652],pct,Percentage who feel unsafe in downtown Athens
12,Oglethorpe,dt_safe,39.20871,[27.4486 - 50.9686],pct,Percentage who feel unsafe in downtown Athens
13,Timothy Rd.,dt_safe,50.17994,[41.5559 - 58.8039],pct,Percentage who feel unsafe in downtown Athens
14,Whit Davis,dt_safe,48.52029,[37.3482 - 59.6922],pct,Percentage who feel unsafe in downtown Athens
15,Whitehead Rd.,dt_safe,41.59849,[30.4264 - 52.7704],pct,Percentage who feel unsafe in downtown Athens
16,Winterville,dt_safe,80.2949,[63.8304 - 96.7584],pct,Percentage who feel unsafe in downtown Athens
0,School Zone not specified by respondent,dt_safe,44.43656,[33.8524 - 55.0204],pct,Percentage who feel unsafe in downtown Athens
1,Bettye Henderson Holston,read,78.95026,[57.39011 - 100.5111],pct,Percentage of households with children where someone in the family read to the child/children in the past week
2,Barnett Shoals,read,89.18998,[79.1939 - 99.1859],pct,Percentage of households with children where someone in the family read to the child/children in the past week
3,Barrow,read,86.64903,[76.8495 - 96.4495],pct,Percentage of households with children where someone in the family read to the child/children in the past week
4,Choice Zone-West,read,81.18732,[67.6639 - 94.7119],pct,Percentage of households with children where someone in the family read to the child/children in the past week
5,Johnnie Lay Burks,read,85.23555,[75.4355 - 95.0355],pct,Percentage of households with children where someone in the family read to the child/children in the past week
6,Cleveland Road,read,83.54513,[68.6491 - 98.4411],pct,Percentage of households with children where someone in the family read to the child/children in the past week
7,Fowler Drive,read,83.1677,[67.6837 - 98.6517],pct,Percentage of households with children where someone in the family read to the child/children in the past week
8,Gaines,read,94.10526,[89.7932 - 98.4172],pct,Percentage of households with children where someone in the family read to the child/children in the past week
9,Howard B Stroud,read,88.46624,[75.9228 - 101.018],pct,Percentage of households with children where someone in the family read to the child/children in the past week
10,Judia Jackson Harris,read,89.05193,[79.6438 - 98.4598],pct,Percentage of households with children where someone in the family read to the child/children in the past week
11,Choice Zone-East,read,93.5274,[89.8039 - 97.2519],pct,Percentage of households with children where someone in the family read to the child/children in the past week
12,Oglethorpe,read,83.0448,[70.6963 - 95.3923],pct,Percentage of households with children where someone in the family read to the child/children in the past week
13,Timothy Rd.,read,93.44348,[87.9554 - 98.9314],pct,Percentage of households with children where someone in the family read to the child/children in the past week
14,Whit Davis,read,93.56644,[86.3144 - 100.818],pct,Percentage of households with children where someone in the family read to the child/children in the past week
15,Whitehead Rd.,read,91.55913,[84.1111 - 99.0071],pct,Percentage of households with children where someone in the family read to the child/children in the past week
16,Winterville,read,92.20611,[85.1506 - 99.2626],pct,Percentage of households with children where someone in the family read to the child/children in the past week
0,School Zone not specified by respondent,read,81.25375,[69.2971 - 93.2091],pct,Percentage of households with children where someone in the family read to the child/children in the past week
1,Bettye Henderson Holston,socialgather,66.93444,[54.1945 - 79.6745],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
2,Barnett Shoals,socialgather,33.28158,[23.2855 - 43.2775],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
3,Barrow,socialgather,18.85599,[11.9955 - 25.7155],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
4,Choice Zone-West,socialgather,52.6064,[38.8867 - 66.3267],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
5,Johnnie Lay Burks,socialgather,24.33465,[15.7104 - 32.9584],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
6,Cleveland Road,socialgather,58.4594,[42.9754 - 73.9434],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
7,Fowler Drive,socialgather,53.57555,[38.2875 - 68.8635],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
8,Gaines,socialgather,52.87511,[39.5478 - 66.2038],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
9,Howard B Stroud,socialgather,45.74275,[33.5908 - 57.8948],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
10,Judia Jackson Harris,socialgather,58.00206,[38.40210 - 77.60210],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
11,Choice Zone-East,socialgather,46.80226,[34.2584 - 59.3464],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
12,Oglethorpe,socialgather,42.57119,[30.6151 - 54.5271],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
13,Timothy Rd.,socialgather,37.89361,[28.6816 - 47.1056],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
14,Whit Davis,socialgather,34.02618,[23.2461 - 44.8061],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
15,Whitehead Rd.,socialgather,29.21622,[18.8282 - 39.6042],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
16,Winterville,socialgather,30.65956,[9.68757 - 51.6317],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
0,School Zone not specified by respondent,socialgather,37.92751,[27.3434 - 48.5114],pct,"Percentage who meet socially with friends, relatives, or work colleagues once a month or less"
1,Bettye Henderson Holston,childcare,46.3504,[30.4741 - 62.2261],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
2,Barnett Shoals,childcare,47.56246,[33.4504 - 61.6744],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
3,Barrow,childcare,42.57035,[31.0069 - 54.1349],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
4,Choice Zone-West,childcare,32.80222,[19.8666 - 45.7386],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
5,Johnnie Lay Burks,childcare,35.88771,[25.8911 - 45.8831],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
6,Cleveland Road,childcare,32.21255,[15.5525 - 48.8725],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
7,Fowler Drive,childcare,35.35831,[18.3063 - 52.4103],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
8,Gaines,childcare,37.66066,[22.3728 - 52.9488],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
9,Howard B Stroud,childcare,36.5285,[21.6328 - 51.4248],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
10,Judia Jackson Harris,childcare,48.83278,[26.6843 - 70.9803],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
11,Choice Zone-East,childcare,32.1223,[19.3825 - 44.8625],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
12,Oglethorpe,childcare,35.1504,[21.8228 - 48.4788],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
13,Timothy Rd.,childcare,39.25237,[28.6683 - 49.8363],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
14,Whit Davis,childcare,45.50852,[31.5925 - 59.4245],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
15,Whitehead Rd.,childcare,52.1577,[39.2217 - 65.0937],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
16,Winterville,childcare,42.74578,[17.6578 - 67.8338],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
0,School Zone not specified by respondent,childcare,39.48558,[27.3332 - 51.6372],pct,"Percentage of households with children who use childcare services, including having a friend or family member take care of them"
1,Bettye Henderson Holston,educ_success,80.5094,[66.5931 - 94.4251],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
2,Barnett Shoals,educ_success,80.49655,[69.9125 - 91.0805],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
3,Barrow,educ_success,85.94348,[77.5153 - 94.3713],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
4,Choice Zone-West,educ_success,88.62782,[80.7874 - 96.4674],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
5,Johnnie Lay Burks,educ_success,79.43659,[70.2247 - 88.6487],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
6,Cleveland Road,educ_success,82.64356,[67.3555 - 97.9315],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
7,Fowler Drive,educ_success,89.76572,[83.4937 - 96.0377],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
8,Gaines,educ_success,84.83922,[73.8636 - 95.8156],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
9,Howard B Stroud,educ_success,83.222244,[71.6588 - 94.7868],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
10,Judia Jackson Harris,educ_success,93.42116,[87.7379 - 99.1059],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
11,Choice Zone-East,educ_success,79.80484,[68.0446 - 91.5646],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
12,Oglethorpe,educ_success,80.14269,[69.3625 - 90.9225],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
13,Timothy Rd.,educ_success,82.92901,[75.2850 - 90.5730],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
14,Whit Davis,educ_success,86.07036,[76.4663 - 95.6743],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
15,Whitehead Rd.,educ_success,78.12163,[67.3416 - 88.9016],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
16,Winterville,educ_success,93.13259,[87.2523 - 99.0123],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
0,School Zone not specified by respondent,educ_success,81.19023,[68.8423 - 93.5383],pct,Percentage of parents who believe the education their child is receiving is preparing them for future success
1,Bettye Henderson Holston,learn_confident,86.99424,[75.0381 - 98.9501],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
2,Barnett Shoals,learn_confident,81.44413,[69.4881 - 93.4001],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
3,Barrow,learn_confident,91.12944,[86.0336 - 96.2256],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
4,Choice Zone-West,learn_confident,90.15513,[85.0596 - 95.2516],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
5,Johnnie Lay Burks,learn_confident,90.15513,[85.2555 - 95.0555],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
6,Cleveland Road,learn_confident,82.54006,[70.3880 - 94.6920],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
7,Fowler Drive,learn_confident,82.25108,[68.9230 - 95.5790],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
8,Gaines,learn_confident,90.34448,[85.2486 - 95.4406],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
9,Howard B Stroud,learn_confident,92.82441,[85.9648 - 99.6848],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
10,Judia Jackson Harris,learn_confident,94.62769,[89.5316 - 99.7236],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
11,Choice Zone-East,learn_confident,85.58214,[75.1943 - 95.9703],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
12,Oglethorpe,learn_confident,81.79156,[71.0115 - 92.5715],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
13,Timothy Rd.,learn_confident,90.85843,[85.3704 - 96.3464],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
14,Whit Davis,learn_confident,83.36394,[72.7799 - 93.9479],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
15,Whitehead Rd.,learn_confident,83.62413,[74.0201 - 93.2281],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
16,Winterville,learn_confident,94.13622,[88.6488 - 99.6248],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
0,School Zone not specified by respondent,learn_confident,77.45144,[66.2797 - 88.6237],pct,Percentage of parents who feel confident about their ability to help their child with schoolwork at home
1,Bettye Henderson Holston,learn_expect,88.5872,[77.2198 - 99.9558],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
2,Barnett Shoals,learn_expect,90.69517,[84.0311 - 97.3591],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
3,Barrow,learn_expect,89.59824,[83.1303 - 96.0663],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
4,Choice Zone-West,learn_expect,87.63941,[79.2113 - 96.0673],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
5,Johnnie Lay Burks,learn_expect,80.16906,[71.1536 - 89.1856],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
6,Cleveland Road,learn_expect,84.6032,[69.5112 - 99.6952],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
7,Fowler Drive,learn_expect,97.02682,[93.8908 - 100.162],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
8,Gaines,learn_expect,88.67983,[78.0954 - 99.2634],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
9,Howard B Stroud,learn_expect,89.95708,[82.7058 - 97.2098],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
10,Judia Jackson Harris,learn_expect,94.7407,[89.8405 - 99.6405],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
11,Choice Zone-East,learn_expect,89.87357,[81.6412 - 98.1052],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
12,Oglethorpe,learn_expect,92.50469,[88.7809 - 96.2289],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
13,Timothy Rd.,learn_expect,90.09963,[84.0236 - 96.1756],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
14,Whit Davis,learn_expect,81.92169,[70.7496 - 93.0936],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
15,Whitehead Rd.,learn_expect,89.68004,[83.2120 - 96.1480],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
16,Winterville,learn_expect,95.58637,[90.2947 - 100.877],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
0,School Zone not specified by respondent,learn_expect,89.45313,[84.5535 - 94.3535],pct,Percentage of parents who understand what their child is expected to learn in all subject areas
